"Analysis_Type","Comparison","Species","Average_Dissimilarity","Standard_Deviation","Ratio","Average_Abundance_Group1","Average_Abundance_Group2","Cumulative_Contribution","P_value"
"River_Basin","Sorojo_Marau","Ithycytara sp.",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Marau","Tenaturris gemma",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Marau","Petaloconchus secretus",0,0,NA,0,0,1,NA
"River_Basin","Sorojo_Marau","Serpulorbis decussatus (Thylacodes decussatus)",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Eulithidium affine",0.1431211155982,0.224897559149221,0.636383587886067,3.25,182.3,0.154446866632812,0.1174
"River_Basin","Serinhaem_Marau","Vitta virginea",0.0928627914110736,0.180158950580865,0.515449224763285,35,1.3,0.254658265211353,0.3448
"River_Basin","Serinhaem_Marau","Cerithium atratum",0.0831226665345274,0.132620741904989,0.626769729535049,2.25,16.8,0.344358763553355,0.8523
"River_Basin","Serinhaem_Marau","Olivella minuta",0.0609262355279301,0.133967638703097,0.45478323062002,5.75,1,0.410106337792777,0.1197
"River_Basin","Serinhaem_Marau","Bittiolum varium",0.0605372328612503,0.0608502561412922,0.994855842852738,5.5,24.1,0.475434126015793,0.9494
"River_Basin","Serinhaem_Marau","Schwartziella bryerea",0.0475851569625042,0.0545358570994509,0.872548071917684,1.5,24.6,0.52678488834301,0.7574
"River_Basin","Serinhaem_Marau","Solariorbis schumoi",0.0345733234090136,0.120855652614927,0.286071215213838,1.5,0.4,0.564094138255482,0.2405
"River_Basin","Serinhaem_Marau","Phrontis polygonata",0.0307305441826247,0.0566288729709929,0.542665650407096,2,0.7,0.597256514324798,0.1069
"River_Basin","Serinhaem_Marau","Barleeia rubrooperculata",0.0269075803271594,0.0569725125120816,0.472290568569419,3,0.1,0.626293399992091,0.1196
"River_Basin","Serinhaem_Marau","Rissoina catesbyana",0.0216503938210517,0.0650675870368485,0.332737001739297,4.125,0,0.649657076784657,0.1615
"River_Basin","Serinhaem_Marau","Costoanachis sertulariarum",0.019589882708357,0.0248193756324943,0.789297966170805,1.625,3,0.670797185910861,0.5559
"River_Basin","Serinhaem_Marau","Stosicia aberrans",0.015638531624288,0.0248428792197005,0.629497550826824,0.625,0.9,0.6876732576073,0.8433
"River_Basin","Serinhaem_Marau","Eulithidium bellum",0.0146615186136478,0.0202397152583716,0.724393521671874,0.625,14.1,0.703495001313614,0.7811
"River_Basin","Serinhaem_Marau","Littorina angulifera",0.012074708921677,0.0295129105496419,0.409133111468857,0.125,1.1,0.716525230645335,0.1144
"River_Basin","Serinhaem_Marau","Anachis isabellei",0.0120306797298476,0.0144637553262848,0.831781197790616,2.25,1.7,0.729507946577723,0.3645
"River_Basin","Serinhaem_Marau","Boonea jadisi",0.0110287107009304,0.0257036268468971,0.429072160385093,0,5.4,0.741409403631345,0.7457
"River_Basin","Serinhaem_Marau","Turbonilla rushi",0.0107703324508222,0.0194351047590407,0.554168993908413,2,1.3,0.753032035921979,0.9962
"River_Basin","Serinhaem_Marau","Cerithiopsis emersoni",0.00979728232299313,0.0187259328348016,0.52319328545199,0.625,0.7,0.763604616704198,0.4202
"River_Basin","Serinhaem_Marau","Alaba incerta ",0.00880878318777522,0.0143370852900047,0.61440543943171,0.5,12.6,0.773110474428359,0.2747
"River_Basin","Serinhaem_Marau","Triphora pulchella",0.0084924925395442,0.0149455222963672,0.56822989328439,1,0.4,0.782275012149805,0.6053
"River_Basin","Serinhaem_Marau","Olivella mutica",0.00768689565530062,0.0223090267404649,0.344564366017719,1.25,0.6,0.790570202856867,0.2311
"River_Basin","Serinhaem_Marau","Costoanachis sparsa",0.00735633014541118,0.0186149843725884,0.395183256572794,0.25,1.7,0.798508669072187,0.4457
"River_Basin","Serinhaem_Marau","Siratus carolinae",0.00687716836152673,0.0206883906124719,0.332416788253257,0.5,0.1,0.805930055499373,0.0691
"River_Basin","Serinhaem_Marau","Anachis coseli",0.00644618640034317,0.0129376016295535,0.498252039668472,1.125,1,0.812886354624787,0.0392
"River_Basin","Serinhaem_Marau","Pleuroploca aurantiaca",0.00626666672714485,0.0194311348859335,0.322506470359658,0.25,0.3,0.819648927961322,0.3441
"River_Basin","Serinhaem_Marau","Steironepio minus",0.00607924663032438,0.0201565895427056,0.301600953744894,0,0.7,0.826209249892976,0.3399
"River_Basin","Serinhaem_Marau","Turbonilla fluminensis",0.00604439709527145,0.0146010541831057,0.413969910629136,0.25,0.7,0.832731964505333,0.3098
"River_Basin","Serinhaem_Marau","Siliquaria squamata (Tenagodus squamatus)",0.00590792789750615,0.0179348122690034,0.329411192539595,1,0,0.839107410561973,0.165
"River_Basin","Serinhaem_Marau","Triphora pompona",0.0057291433457169,0.013064887353308,0.438514561265337,0.375,0.3,0.845289924124264,0.1017
"River_Basin","Serinhaem_Marau","Cerithiopsis gemmulosa",0.00562699559692134,0.0103687285452339,0.542689064755953,0.25,1.1,0.851362206574472,0.7564
"River_Basin","Serinhaem_Marau","Natica  pusilla",0.00539296535190138,0.00635112798302357,0.849135045981857,0.875,1.2,0.85718193902261,0.1234
"River_Basin","Serinhaem_Marau","Pisania pusio",0.00530417199673146,0.0194674186387802,0.272464063939389,0,0.3,0.86290585153931,0.3748
"River_Basin","Serinhaem_Marau","Littorina flava ",0.00518658777383257,0.0208657750506532,0.248569140673746,0.125,0,0.868502874919378,0.0887
"River_Basin","Serinhaem_Marau","Littoraria sp",0.00518658777383257,0.0208657750506532,0.248569140673746,0.125,0,0.874099898299446,0.1009
"River_Basin","Serinhaem_Marau","Ciclosyremiscus caraboboensis",0.00518658777383257,0.0208657750506532,0.248569140673746,0.125,0,0.879696921679513,0.0887
"River_Basin","Serinhaem_Marau","Acteocina bullata",0.00495486532921486,0.00649102041170845,0.763341511032274,1,0.6,0.885043885483465,0.1678
"River_Basin","Serinhaem_Marau","Conus hencksi",0.004891867335695,0.01390146383397,0.351895843065181,0,0.4,0.890322866008621,0.2273
"River_Basin","Serinhaem_Marau","Alaba sp",0.00424176574849152,0.00924462165118367,0.458836057173676,0,5,0.894900299786346,0.2228
"River_Basin","Serinhaem_Marau","Atys guildingi",0.00410841084483703,0.0129275555398055,0.317802606392734,0.25,0.1,0.899333825749117,0.3285
"River_Basin","Serinhaem_Marau","Pilsbryspira zebroides",0.00395667488710241,0.00764870824788951,0.517299752960791,0,1,0.90360360827592,0.7966
"River_Basin","Serinhaem_Marau","Triphora nigrocincta",0.00385051774954139,0.0080340324181626,0.479275854157184,0.125,0.9,0.907758833022772,0.9246
"River_Basin","Serinhaem_Marau","Hastula hastata",0.00354762628659134,0.00760082779843819,0.466742094501905,0.5,0,0.911587197283755,0.0427
"River_Basin","Serinhaem_Marau","Barlleia sp",0.00302342351998301,0.0110311298912681,0.274081037009297,0.125,0,0.914849876499282,0.1732
"River_Basin","Serinhaem_Marau","Turbonilla rachialis",0.00297432339004236,0.00647808105937031,0.459136488534689,0.75,0.1,0.918059570093583,0.2096
"River_Basin","Serinhaem_Marau","Siliquaria sp",0.00295396394875308,0.00896740613450168,0.329411192539595,0.5,0,0.921247293121903,0.165
"River_Basin","Serinhaem_Marau","Epitonium angulatum",0.00294051608481663,0.00471806808487372,0.623245792964289,0.375,0.4,0.924420504102582,0.2093
"River_Basin","Serinhaem_Marau","Finella dubia",0.00290004367652435,0.00382319549186405,0.758539206979027,0.125,2.6,0.92755003993009,0.9807
"River_Basin","Serinhaem_Marau","Pyrgocythara caribaea",0.00272260136332426,0.00612321991230958,0.444635567938853,0.5,0.4,0.930488091718592,0.8639
"River_Basin","Serinhaem_Marau","Ithycytara sp.",0.00262429016012748,0.00788698024689073,0.332737001739297,0.5,0,0.933320052541934,0.1615
"River_Basin","Serinhaem_Marau","Cylichna discus",0.00241569098719366,0.00664569444792751,0.363497149338096,0,0.2,0.935926906898579,0.962
"River_Basin","Serinhaem_Marau","Anachis sp 2",0.00221547296156481,0.00672555460087626,0.329411192539595,0.375,0,0.938317699169819,0.165
"River_Basin","Serinhaem_Marau","Olivella sp2",0.00221547296156481,0.00672555460087626,0.329411192539595,0.375,0,0.940708491441059,0.165
"River_Basin","Serinhaem_Marau","Turbonilla krebsii",0.00221547296156481,0.00672555460087626,0.329411192539595,0.375,0,0.943099283712299,0.165
"River_Basin","Serinhaem_Marau","Serpulorbis decussatus (Thylacodes decussatus)",0.00221547296156481,0.00672555460087626,0.329411192539595,0.375,0,0.945490075983539,0.165
"River_Basin","Serinhaem_Marau","Pilsbryspira sp",0.00212586371840448,0.00548260270602423,0.387747176367275,0,0.2,0.947784167870844,0.3491
"River_Basin","Serinhaem_Marau","Anachis sp",0.00207064431221481,0.00464223454126523,0.446044742851459,0.25,0,0.950018670617668,0.0405
"River_Basin","Serinhaem_Marau","Mitrella sp",0.00207064431221481,0.00464223454126523,0.446044742851459,0.25,0,0.952253173364491,0.0405
"River_Basin","Serinhaem_Marau","Volvarina brasiliana",0.00207039300513701,0.00430536691258513,0.480886541652232,0.375,0.1,0.954487404917295,0.0742
"River_Basin","Serinhaem_Marau","Turbonilla fasciata",0.00194290096484952,0.00627525010100344,0.309613311593564,0,0.3,0.956584055470532,0.9973
"River_Basin","Serinhaem_Marau","Macrocypraea zebra",0.00180715309836711,0.00647942062963117,0.278906587743784,0,0.2,0.958534215881188,0.3684
"River_Basin","Serinhaem_Marau","Boonea seminuda",0.00173934355018708,0.0042593188859934,0.408361899341898,0.25,0.3,0.960411200700665,0.4498
"River_Basin","Serinhaem_Marau","Melanela breviuscula",0.00168899829249533,0.00424153894380188,0.398204122341833,0,0.3,0.962233856239184,0.2142
"River_Basin","Serinhaem_Marau","Alvania auberiana",0.00167109604125708,0.00303911632036058,0.549862481426448,0,2.3,0.96403719284913,0.1637
"River_Basin","Serinhaem_Marau","Astyris lunata",0.00161396263297138,0.00446009073257827,0.361867668113198,0.25,0.4,0.965778874853795,0.1323
"River_Basin","Serinhaem_Marau","Calliostoma pulchrum",0.00149136077122917,0.00488692049147611,0.305173938031209,0.125,0,0.967388253016987,0.1317
"River_Basin","Serinhaem_Marau","Oscilla tricordata",0.00147823006345464,0.00525570680824927,0.281261896332275,0,0.1,0.968983461386547,0.4294
"River_Basin","Serinhaem_Marau","Cerithiopsis lata",0.00147698197437654,0.00448370306725084,0.329411192539595,0.25,0,0.970577322900707,0.165
"River_Basin","Serinhaem_Marau","Mitrella dichoroa",0.00147698197437654,0.00448370306725084,0.329411192539595,0.25,0,0.972171184414867,0.165
"River_Basin","Serinhaem_Marau","Siliquaria modesta (Tenagodus modestus)",0.00147698197437654,0.00448370306725084,0.329411192539595,0.25,0,0.973765045929027,0.165
"River_Basin","Serinhaem_Marau","Granulina ovuliformis",0.00146864474353901,0.00307464499815527,0.477663191822203,0,2.2,0.975349910453652,0.2662
"River_Basin","Serinhaem_Marau","Eulimastoma canaliculatum",0.0013490067825653,0.00305948909238466,0.440925508093197,0.125,0.8,0.976805669582993,0.1989
"River_Basin","Serinhaem_Marau","Hastula imitatrix",0.00133215332502654,0.00430312858161065,0.309577857078097,0.125,0,0.978243241572737,0.1352
"River_Basin","Serinhaem_Marau","Tenaturris gemma",0.00133215332502654,0.00430312858161065,0.309577857078097,0.125,0,0.97968081356248,0.1352
"River_Basin","Serinhaem_Marau","Smaragdia viridis",0.00108347555373532,0.00252874944990074,0.428462991372219,0,1.1,0.98085002890606,0.2112
"River_Basin","Serinhaem_Marau","Polystira formosissima",0.00104136463754549,0.00231966385547543,0.448929113193454,0,0.2,0.981973800926833,0.1623
"River_Basin","Serinhaem_Marau","Pugilina morio",0.00097018568823262,0.00218919270963587,0.443170527638925,0.125,0.1,0.983020761320995,0.3584
"River_Basin","Serinhaem_Marau","Attiliosa sp",0.000915812117738302,0.00202147738333009,0.453040991351401,0.25,0,0.984009045344759,0.051
"River_Basin","Serinhaem_Marau","Turbonilla uruguayesis",0.000885172848732279,0.00223998784897266,0.395168593944941,0.125,0.4,0.984964265490604,0.2863
"River_Basin","Serinhaem_Marau","Tenaturris decora",0.000868463804332055,0.00287951279181509,0.301600953744894,0,0.1,0.985901454337983,0.7575
"River_Basin","Serinhaem_Marau","Odostomia laevigata",0.000867079321814065,0.00203616001479873,0.425840462199516,0,1.8,0.986837149143159,0.6695
"River_Basin","Serinhaem_Marau","Elachisina floridana",0.000854519110034707,0.00213532081924952,0.400183008722331,0.125,0.1,0.987759289796347,0.2273
"River_Basin","Serinhaem_Marau","Tenaturris sp",0.000846077082608985,0.00223189767449647,0.37908417230636,0.125,0.3,0.988672320370436,0.1155
"River_Basin","Serinhaem_Marau","Cerithiopsis cynthiae",0.000787461965191309,0.00246727752772883,0.319162297853124,0,0.2,0.989522097376491,0.3562
"River_Basin","Serinhaem_Marau","Syntomodrillia hypsela",0.000781915322465881,0.00236277127150588,0.330931449817205,0,2,0.990365888811614,0.7629
"River_Basin","Serinhaem_Marau","Anachis obesa",0.000756764490545779,0.00154331916211247,0.4903486648283,0,1.1,0.991182539128063,0.2778
"River_Basin","Serinhaem_Marau","Heliacus bisulcatus",0.000738490987188269,0.00224185153362542,0.329411192539595,0.125,0,0.991979469885143,0.165
"River_Basin","Serinhaem_Marau","Caecum jucundum",0.000738490987188269,0.00224185153362542,0.329411192539595,0.125,0,0.992776400642223,0.165
"River_Basin","Serinhaem_Marau","Petaloconchus secretus",0.000738490987188269,0.00224185153362542,0.329411192539595,0.125,0,0.993573331399303,0.165
"River_Basin","Serinhaem_Marau","Vexillum sp",0.00065607254003187,0.00197174506172268,0.332737001739297,0.125,0,0.994281321605138,0.1615
"River_Basin","Serinhaem_Marau","Siratus sp",0.00065607254003187,0.00197174506172268,0.332737001739297,0.125,0,0.994989311810973,0.1615
"River_Basin","Serinhaem_Marau","Stramonita haemastoma",0.00065607254003187,0.00197174506172268,0.332737001739297,0.125,0,0.995697302016809,0.1615
"River_Basin","Serinhaem_Marau","Pseudodiala puncturina",0.00064763365494984,0.00209175003366781,0.309613311593564,0,0.1,0.996396185534554,0.3625
"River_Basin","Serinhaem_Marau","Pyramidella crenulata",0.000515217426704419,0.00107236130559323,0.480451340436422,0,0.9,0.996952174193925,0.2884
"River_Basin","Serinhaem_Marau","Turbonilla pusilla",0.000351861895109646,0.00106324707217765,0.330931449817205,0,0.9,0.997331880339731,0.3932
"River_Basin","Serinhaem_Marau","Polygona ogum",0.0002900449078241,0.000734319144415597,0.394984810119489,0.125,0.1,0.99764487767076,0.6649
"River_Basin","Serinhaem_Marau","Olivella floralia",0.000280642829964655,0.000639325971086966,0.438966728486742,0,0.3,0.997947728899594,0.2114
"River_Basin","Serinhaem_Marau","Bulla striata",0.000259739577706432,0.000737375317303645,0.352248809542771,0.125,0,0.998228022717524,0.8875
"River_Basin","Serinhaem_Marau","Zebina browniana",0.000259739577706432,0.000737375317303645,0.352248809542771,0.125,0,0.998508316535453,0.2037
"River_Basin","Serinhaem_Marau","Seila adamsii",0.000241547063841361,0.000618787437919657,0.390355474334505,0,0.2,0.99876897819253,0.9965
"River_Basin","Serinhaem_Marau","Strombus pugilis",0.000202451297718067,0.000620460739898443,0.326291874246876,0,0.1,0.998987450277852,0.3714
"River_Basin","Serinhaem_Marau","Ciclosyremiscus pentagonus",0.00019547883061647,0.00059069281787647,0.330931449817205,0,0.5,0.999198398136633,0.9677
"River_Basin","Serinhaem_Marau","Littorina laceolata",0.000156383064493176,0.000472554254301176,0.330931449817205,0,0.4,0.999367156423658,0.3927
"River_Basin","Serinhaem_Marau","Melanela arcuata",0.000117287298369882,0.000354415690725882,0.330931449817205,0,0.3,0.999493725138926,0.3925
"River_Basin","Serinhaem_Marau","Turbonilla multicostata",0.000117287298369882,0.000354415690725882,0.330931449817205,0,0.3,0.999620293854195,0.3925
"River_Basin","Serinhaem_Marau","Isellica anomala",7.81915322465881e-05,0.000236277127150588,0.330931449817205,0,0.2,0.999704672997707,0.9909
"River_Basin","Serinhaem_Marau","Peristichia agria",7.81915322465881e-05,0.000236277127150588,0.330931449817205,0,0.2,0.999789052141219,0.9895
"River_Basin","Serinhaem_Marau","Melanela polita",3.9095766123294e-05,0.000118138563575294,0.330931449817205,0,0.1,0.999831241712975,0.3896
"River_Basin","Serinhaem_Marau","Fissurella nimbosa",3.9095766123294e-05,0.000118138563575294,0.330931449817205,0,0.1,0.999873431284731,0.3896
"River_Basin","Serinhaem_Marau","Alvania sp",3.9095766123294e-05,0.000118138563575294,0.330931449817205,0,0.1,0.999915620856488,0.3896
"River_Basin","Serinhaem_Marau","Cryoturris diadema",3.9095766123294e-05,0.000118138563575294,0.330931449817205,0,0.1,0.999957810428244,0.3896
"River_Basin","Serinhaem_Marau","Ithycytara lanceolata",3.9095766123294e-05,0.000118138563575294,0.330931449817205,0,0.1,1,0.9912
"River_Basin","Serinhaem_Marau","Mirachelus clinocnemus",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Amphissa cancelata",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Mitrella ocelata",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Nassarina thetys",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Parvanachis obesa",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Vexillum pulchellum",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Melampus caffea",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Fusinus srigatus",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Diadora sp",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Volvarina gracilis",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Olivella watermami",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Turbonilla sp",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Rissoina princeps",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Thais rustica",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Triphora turristhomae",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Dolichupis virgo",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Calliostoma sp",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Polystira sp",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Turbinella laevigata",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Parvituboides interruptus",0,0,NA,0,0,1,NA
"River_Basin","Serinhaem_Marau","Vitrinella cupidinensis",0,0,NA,0,0,1,NA
